region_index,region_label,time,speed_kmh,free_flow_speed_kmh,congestion_level_pct,travel_time_per_10km_min
0,Bronx County,2025-01-03T14:00,27.5,41.8,52.1,21.8
0,Bronx County,2025-01-03T15:00,25.6,40.8,59.5,23.4
0,Bronx County,2025-01-03T16:00,26.3,40.7,54.5,22.7
0,Bronx County,2025-01-03T17:00,27.4,41,49.5,21.8
0,Bronx County,2025-01-03T18:00,31,41.9,34.9,19.3
0,Bronx County,2025-01-03T19:00,33.4,41.7,24.6,17.9
0,Bronx County,2025-01-03T20:00,34.6,41.9,21.1,17.3
0,Bronx County,2025-01-03T21:00,36.5,42.4,16,16.4
0,Bronx County,2025-01-03T22:00,38.3,43,12.3,15.6
0,Bronx County,2025-01-03T23:00,38.4,42.5,10.7,15.6
0,Bronx County,2025-01-04T00:00,38.7,41.7,7.8,15.5
0,Bronx County,2025-01-04T01:00,37.9,40.6,7,15.8
0,Bronx County,2025-01-04T02:00,38.5,40.5,5.2,15.5
0,Bronx County,2025-01-04T03:00,40.7,42.2,3.6,14.7
0,Bronx County,2025-01-04T04:00,44.2,45.4,2.7,13.5
0,Bronx County,2025-01-04T05:00,47.5,48.4,1.9,12.6
0,Bronx County,2025-01-04T06:00,47.6,49.4,3.8,12.6
0,Bronx County,2025-01-04T07:00,45.5,48.3,6.2,13.1
0,Bronx County,2025-01-04T08:00,43.2,47.2,9.3,13.8
0,Bronx County,2025-01-04T09:00,39.8,46.3,16.3,15
0,Bronx County,2025-01-04T10:00,39.1,46.4,18.6,15.3
0,Bronx County,2025-01-04T11:00,37.8,46.6,23.3,15.8
0,Bronx County,2025-01-04T12:00,36.2,45.7,26.3,16.5
0,Bronx County,2025-01-04T13:00,35.7,45.5,27.1,16.7
0,Bronx County,2025-01-04T14:00,34.5,44.8,29.5,17.3
0,Bronx County,2025-01-04T15:00,33.6,44.4,31.8,17.8
0,Bronx County,2025-01-04T16:00,33.3,44.2,32.8,18
0,Bronx County,2025-01-04T17:00,32.5,44.1,35.7,18.4
0,Bronx County,2025-01-04T18:00,33.7,44,30.2,17.7
0,Bronx County,2025-01-04T19:00,35,43.5,24.3,17.1
0,Bronx County,2025-01-04T20:00,36.7,43.7,19,16.3
0,Bronx County,2025-01-04T21:00,38.2,44,15,15.6
0,Bronx County,2025-01-04T22:00,39.1,44.2,12.9,15.3
0,Bronx County,2025-01-04T23:00,38.4,43.3,12.6,15.5
0,Bronx County,2025-01-05T00:00,38.3,42.4,10.7,15.6
0,Bronx County,2025-01-05T01:00,39,41.5,6.4,15.3
0,Bronx County,2025-01-05T02:00,39,41,5.1,15.3
0,Bronx County,2025-01-05T03:00,40.2,41.8,3.8,14.9
0,Bronx County,2025-01-05T04:00,42.1,43.4,3.2,14.2
0,Bronx County,2025-01-05T05:00,45.8,46.8,2.3,13
0,Bronx County,2025-01-05T06:00,47.8,48.5,1.4,12.5
0,Bronx County,2025-01-05T07:00,47.2,48.2,2,12.6
0,Bronx County,2025-01-05T08:00,46,47.9,4.3,13
0,Bronx County,2025-01-05T09:00,45.4,48.3,6.4,13.1
0,Bronx County,2025-01-05T10:00,43.3,48.3,11.5,13.8
0,Bronx County,2025-01-05T11:00,42.3,48,13.3,14.1
0,Bronx County,2025-01-05T12:00,40.8,47.3,15.9,14.6
0,Bronx County,2025-01-05T13:00,38.7,47,21.2,15.4
0,Bronx County,2025-01-05T14:00,36.8,46.3,25.7,16.2
0,Bronx County,2025-01-05T15:00,34.5,45.7,32.2,17.3
0,Bronx County,2025-01-05T16:00,35.9,45.4,26.4,16.7
0,Bronx County,2025-01-05T17:00,35.3,45.2,27.9,16.9
0,Bronx County,2025-01-05T18:00,36.6,45,23,16.3
0,Bronx County,2025-01-05T19:00,37.3,44.7,19.9,16
0,Bronx County,2025-01-05T20:00,38.6,44.8,16.1,15.5
0,Bronx County,2025-01-05T21:00,39.6,44.1,11.4,15.1
0,Bronx County,2025-01-05T22:00,39.1,43.3,10.6,15.3
0,Bronx County,2025-01-05T23:00,39.2,42.3,7.8,15.2
0,Bronx County,2025-01-06T00:00,39.1,41.5,6.3,15.3
0,Bronx County,2025-01-06T01:00,38.7,40.8,5.4,15.4
0,Bronx County,2025-01-06T02:00,39.2,41.2,5,15.2
0,Bronx County,2025-01-06T03:00,42.5,43.9,3.2,14.1
0,Bronx County,2025-01-06T04:00,48.4,48.9,1,12.3
0,Bronx County,2025-01-06T05:00,48.8,52,6.4,12.2
0,Bronx County,2025-01-06T06:00,36.9,47.4,28.1,16.2
0,Bronx County,2025-01-06T07:00,27.7,41.4,49.4,21.6
0,Bronx County,2025-01-06T08:00,27.4,40.4,47.4,21.8
0,Bronx County,2025-01-06T09:00,31.4,41,30.4,19
0,Bronx County,2025-01-06T10:00,32.6,41.3,26.5,18.3
0,Bronx County,2025-01-06T11:00,32,41.4,29.4,18.7
0,Bronx County,2025-01-06T12:00,30.7,40.7,32.5,19.5
0,Bronx County,2025-01-06T13:00,29.8,40.7,36.7,20.1
0,Bronx County,2025-01-06T14:00,28.7,40.8,42.1,20.8
0,Bronx County,2025-01-06T15:00,27,40.2,48.7,22.1
0,Bronx County,2025-01-06T16:00,25,39.7,59,23.9
0,Bronx County,2025-01-06T17:00,26.1,39.8,52.2,22.9
0,Bronx County,2025-01-06T18:00,31.3,41,31,19.1
0,Bronx County,2025-01-06T19:00,34,41.2,21,17.6
0,Bronx County,2025-01-06T20:00,35.5,41.3,16.1,16.8
0,Bronx County,2025-01-06T21:00,37.4,42.1,12.5,16
0,Bronx County,2025-01-06T22:00,38.4,42.7,11.1,15.6
0,Bronx County,2025-01-06T23:00,38,42.1,10.8,15.7
0,Bronx County,2025-01-07T00:00,38.5,41.6,8,15.5
0,Bronx County,2025-01-07T01:00,38.8,40.8,5.2,15.4
0,Bronx County,2025-01-07T02:00,39.9,41.6,4.3,15
0,Bronx County,2025-01-07T03:00,43,44.4,3.3,13.9
0,Bronx County,2025-01-07T04:00,48,49,2,12.4
0,Bronx County,2025-01-07T05:00,47.7,51.6,8.1,12.5
0,Bronx County,2025-01-07T06:00,37.7,47.5,26.1,15.9
0,Bronx County,2025-01-07T07:00,27.1,40.8,50.5,22.1
0,Bronx County,2025-01-07T08:00,25.6,39.6,54.5,23.3
0,Bronx County,2025-01-07T09:00,29.9,40.9,36.7,20
0,Bronx County,2025-01-07T10:00,31.4,41.4,32,19.1
0,Bronx County,2025-01-07T11:00,30.8,41,32.7,19.4
0,Bronx County,2025-01-07T12:00,31.2,40.8,30.6,19.2
0,Bronx County,2025-01-07T13:00,30.3,41,35,19.7
0,Bronx County,2025-01-07T14:00,27.4,40.4,47.3,21.8
0,Bronx County,2025-01-07T15:00,24.8,39.5,59.1,24.1
0,Bronx County,2025-01-07T16:00,24.3,39,60.4,24.6
0,Bronx County,2025-01-07T17:00,24.9,39.7,58.8,24
0,Bronx County,2025-01-07T18:00,29.7,40.9,37.7,20.1
0,Bronx County,2025-01-07T19:00,33.6,41,22,17.8
0,Bronx County,2025-01-07T20:00,35.9,42,16.7,16.6
0,Bronx County,2025-01-07T21:00,37.9,42.9,13.1,15.8
0,Bronx County,2025-01-07T22:00,39.7,43.4,9.3,15
0,Bronx County,2025-01-07T23:00,39.2,42.7,8.7,15.2
0,Bronx County,2025-01-08T00:00,39.1,41.8,6.8,15.3
0,Bronx County,2025-01-08T01:00,36.9,39.3,6.5,16.2
0,Bronx County,2025-01-08T02:00,38.3,40.3,5.3,15.6
0,Bronx County,2025-01-08T03:00,42.2,43.8,3.8,14.2
0,Bronx County,2025-01-08T04:00,47.7,48.7,1.9,12.5
0,Bronx County,2025-01-08T05:00,48.4,51.3,6,12.3
0,Bronx County,2025-01-08T06:00,38,47.5,24.7,15.7
0,Bronx County,2025-01-08T07:00,27.6,40.5,46.6,21.6
0,Bronx County,2025-01-08T08:00,26.2,39.7,51.1,22.8
0,Bronx County,2025-01-08T09:00,29.5,40.5,36.9,20.2
0,Bronx County,2025-01-08T10:00,29.3,40.2,37.4,20.4
0,Bronx County,2025-01-08T11:00,30,40.7,35.7,19.9
0,Bronx County,2025-01-08T12:00,29.9,40.5,35.1,20
0,Bronx County,2025-01-08T13:00,29.7,40.6,36.8,20.1
0,Bronx County,2025-01-08T14:00,26.4,40.2,52.3,22.7
0,Bronx County,2025-01-08T15:00,23.1,38.8,67.8,25.8
0,Bronx County,2025-01-08T16:00,21.4,38.1,77.6,27.9
0,Bronx County,2025-01-08T17:00,21.8,38.3,76.1,27.5
0,Bronx County,2025-01-08T18:00,26.4,40,51.5,22.7
0,Bronx County,2025-01-08T19:00,32.9,40.8,24.2,18.2
0,Bronx County,2025-01-08T20:00,35.5,41.9,17.7,16.8
0,Bronx County,2025-01-08T21:00,37.7,42.9,13.8,15.9
0,Bronx County,2025-01-08T22:00,39.3,43.7,11.1,15.2
0,Bronx County,2025-01-08T23:00,38.6,42.4,10,15.5
0,Bronx County,2025-01-09T00:00,38.6,41.8,8.1,15.5
0,Bronx County,2025-01-09T01:00,38,40.6,6.7,15.7
0,Bronx County,2025-01-09T02:00,38.4,40.5,5.4,15.5
0,Bronx County,2025-01-09T03:00,42.7,44.3,3.5,14
0,Bronx County,2025-01-09T04:00,47.1,48,2,12.7
0,Bronx County,2025-01-09T05:00,47.9,51,6.5,12.5
0,Bronx County,2025-01-09T06:00,37,46.8,26.3,16.1
0,Bronx County,2025-01-09T07:00,27.1,40.2,48.3,22
0,Bronx County,2025-01-09T08:00,25.8,39.4,52.7,23.2
0,Bronx County,2025-01-09T09:00,29.2,40.6,38.9,20.5
0,Bronx County,2025-01-09T10:00,31,41.2,32.9,19.3
0,Bronx County,2025-01-09T11:00,30,40.8,35.6,19.9
0,Bronx County,2025-01-09T12:00,29.3,40.3,37.6,20.4
0,Bronx County,2025-01-09T13:00,29.5,40.8,38,20.2
0,Bronx County,2025-01-09T14:00,27.1,40.6,49.6,22
0,Bronx County,2025-01-09T15:00,24.6,39.6,60.9,24.3
0,Bronx County,2025-01-09T16:00,24,39.4,63.9,24.9
0,Bronx County,2025-01-09T17:00,24.2,39.3,62,24.6
0,Bronx County,2025-01-09T18:00,28.6,40.5,41.4,20.9
0,Bronx County,2025-01-09T19:00,32.6,41.3,26.6,18.3
0,Bronx County,2025-01-09T20:00,35.6,42,17.9,16.8
0,Bronx County,2025-01-09T21:00,37.9,43.1,13.5,15.7
0,Bronx County,2025-01-09T22:00,40,44.2,10.4,14.9
0,Bronx County,2025-01-09T23:00,39.9,43.6,9.1,15
0,Bronx County,2025-01-10T00:00,39.8,42.8,7.3,15
0,Bronx County,2025-01-10T01:00,39.8,42.3,6.2,15
0,Bronx County,2025-01-10T02:00,40,42.1,5.1,14.9
0,Bronx County,2025-01-10T03:00,43.1,44.6,3.2,13.8
0,Bronx County,2025-01-10T04:00,46.9,47.9,2.1,12.7
0,Bronx County,2025-01-10T05:00,47.2,50.4,6.6,12.6
0,Bronx County,2025-01-10T06:00,37.6,46.8,24.5,15.9
0,Bronx County,2025-01-10T07:00,28,40.4,44.4,21.4
0,Bronx County,2025-01-10T08:00,25.9,39.2,51.1,23.1
0,Bronx County,2025-01-10T09:00,29.5,40.7,37.9,20.2
0,Bronx County,2025-01-10T10:00,31.1,41.4,33.1,19.2
0,Bronx County,2025-01-10T11:00,30,41,36.5,19.9
0,Bronx County,2025-01-10T12:00,29.9,41.3,37.8,20
0,Bronx County,2025-01-10T13:00,30.2,41.9,38.5,19.8
0,Bronx County,2025-01-10T14:00,26,40.9,57.2,23
0,Bronx County,2025-01-10T15:00,22.6,39.7,75.9,26.5
0,Bronx County,2025-01-10T16:00,22.3,39.3,76.3,26.8
0,Bronx County,2025-01-10T17:00,22.9,39.3,71.5,26.1
0,Bronx County,2025-01-10T18:00,27.3,40.5,48.5,21.9
0,Bronx County,2025-01-10T19:00,31.7,41.7,31.7,18.9
0,Bronx County,2025-01-10T20:00,33.4,41.6,24.3,17.9
0,Bronx County,2025-01-10T21:00,36.2,42.3,16.8,16.5
0,Bronx County,2025-01-10T22:00,36.4,42.5,16.6,16.4
0,Bronx County,2025-01-10T23:00,38.3,42.9,11.8,15.6
0,Bronx County,2025-01-11T00:00,38.4,42,9.2,15.5
0,Bronx County,2025-01-11T01:00,38.6,41.4,7.3,15.5
0,Bronx County,2025-01-11T02:00,38.9,41.2,5.7,15.4
0,Bronx County,2025-01-11T03:00,40.5,42.3,4.3,14.8
0,Bronx County,2025-01-11T04:00,41.4,44.1,6.6,14.4
0,Bronx County,2025-01-11T05:00,43.9,47.2,7.5,13.6
0,Bronx County,2025-01-11T06:00,44.6,48.5,8.6,13.4
0,Bronx County,2025-01-11T07:00,43.4,47.7,10,13.8
0,Bronx County,2025-01-11T08:00,40.5,46,13.5,14.7
0,Bronx County,2025-01-11T09:00,40.2,45.7,13.7,14.9
0,Bronx County,2025-01-11T10:00,39.4,46.1,17.1,15.2
0,Bronx County,2025-01-11T11:00,38.6,46,19.1,15.5
0,Bronx County,2025-01-11T12:00,36.7,45.3,23.3,16.3
0,Bronx County,2025-01-11T13:00,35.4,44.6,26,16.9
0,Bronx County,2025-01-11T14:00,34.9,44.6,27.6,17.1
0,Bronx County,2025-01-11T15:00,33.5,43.7,30.2,17.8
0,Bronx County,2025-01-11T16:00,33,43.9,33,18.1
0,Bronx County,2025-01-11T17:00,32.7,43.9,34.1,18.3
0,Bronx County,2025-01-11T18:00,33.6,44.2,31.2,17.8
0,Bronx County,2025-01-11T19:00,35.2,43.6,23.8,17
0,Bronx County,2025-01-11T20:00,36.1,43.3,19.8,16.5
0,Bronx County,2025-01-11T21:00,37.6,43.5,15.6,15.9
0,Bronx County,2025-01-11T22:00,39.6,44.6,12.5,15.1
0,Bronx County,2025-01-11T23:00,40.1,44.3,10.6,14.9
0,Bronx County,2025-01-12T00:00,39.8,43.1,8.2,15
0,Bronx County,2025-01-12T01:00,39.3,41.9,6.8,15.2
0,Bronx County,2025-01-12T02:00,39.3,41.5,5.5,15.2
0,Bronx County,2025-01-12T03:00,39.5,41.4,4.8,15.1
0,Bronx County,2025-01-12T04:00,40.9,42.4,3.7,14.6
0,Bronx County,2025-01-12T05:00,44.4,45.6,2.5,13.4
0,Bronx County,2025-01-12T06:00,47.2,48,1.8,12.7
0,Bronx County,2025-01-12T07:00,46.6,47.8,2.5,12.8
0,Bronx County,2025-01-12T08:00,45.6,47.9,5.2,13.1
0,Bronx County,2025-01-12T09:00,44.7,48.3,8,13.4
0,Bronx County,2025-01-12T10:00,44,48.3,9.8,13.6
0,Bronx County,2025-01-12T11:00,42.9,48.5,12.9,13.9
0,Bronx County,2025-01-12T12:00,41.2,48.2,16.7,14.5
0,Bronx County,2025-01-12T13:00,38.9,47.2,21.3,15.4
0,Bronx County,2025-01-12T14:00,37.6,46.9,24.5,15.9
0,Bronx County,2025-01-12T15:00,36.7,46.1,25.8,16.3
0,Bronx County,2025-01-12T16:00,35.6,45.9,28.8,16.8
0,Bronx County,2025-01-12T17:00,35.9,46,27.9,16.6
0,Bronx County,2025-01-12T18:00,36.8,45.7,24.1,16.2
0,Bronx County,2025-01-12T19:00,37.5,45.3,20.7,15.9
0,Bronx County,2025-01-12T20:00,39.1,44.9,14.6,15.3
0,Bronx County,2025-01-12T21:00,39.9,44.7,12,15
0,Bronx County,2025-01-12T22:00,39.7,44,10.7,15
0,Bronx County,2025-01-12T23:00,40,42.9,7.2,14.9
0,Bronx County,2025-01-13T00:00,38.4,41.1,6.8,15.5
0,Bronx County,2025-01-13T01:00,38.1,40.1,5.4,15.7
0,Bronx County,2025-01-13T02:00,38.6,40.4,4.7,15.5
0,Bronx County,2025-01-13T03:00,41.8,43.1,2.9,14.3
0,Bronx County,2025-01-13T04:00,48.1,48.4,0.7,12.4
0,Bronx County,2025-01-13T05:00,49.3,52.2,5.7,12.1
0,Bronx County,2025-01-13T06:00,36.9,47.5,28.5,16.2
0,Bronx County,2025-01-13T07:00,27.6,41.1,48.8,21.7
0,Bronx County,2025-01-13T08:00,26.2,40,52.9,22.8
0,Bronx County,2025-01-13T09:00,29.9,41.1,37.4,20
0,Bronx County,2025-01-13T10:00,31.6,41.8,32.1,18.9
0,Bronx County,2025-01-13T11:00,30.7,40.8,32.8,19.5
0,Bronx County,2025-01-13T12:00,31.8,41.3,30,18.8
0,Bronx County,2025-01-13T13:00,31,41.5,33.7,19.3
0,Bronx County,2025-01-13T14:00,28.7,40.9,42.4,20.8
0,Bronx County,2025-01-13T15:00,26.1,40.1,53.1,22.9
0,Bronx County,2025-01-13T16:00,23.7,39.2,65.3,25.2
0,Bronx County,2025-01-13T17:00,24.7,39.7,60.7,24.2
0,Bronx County,2025-01-13T18:00,30.6,41.4,35.1,19.5
0,Bronx County,2025-01-13T19:00,33.9,41.8,23.1,17.6
0,Bronx County,2025-01-13T20:00,36.4,42.2,16,16.4
0,Bronx County,2025-01-13T21:00,38.9,43.3,11.3,15.4
0,Bronx County,2025-01-13T22:00,39.6,43.1,8.6,15.1
0,Bronx County,2025-01-13T23:00,39.1,42.3,8,15.3
0,Bronx County,2025-01-14T00:00,39.1,41.5,6.2,15.3
0,Bronx County,2025-01-14T01:00,38,40.1,5.5,15.7
0,Bronx County,2025-01-14T02:00,39.5,41.3,4.5,15.1
0,Bronx County,2025-01-14T03:00,44.1,45.1,2.1,13.5
0,Bronx County,2025-01-14T04:00,48.1,48.8,1.4,12.4
0,Bronx County,2025-01-14T05:00,48,50.9,6.1,12.4
0,Bronx County,2025-01-14T06:00,37,46.7,25.9,16.1
0,Bronx County,2025-01-14T07:00,26.7,40.7,52.4,22.4
0,Bronx County,2025-01-14T08:00,25.1,39.6,57.3,23.8
0,Bronx County,2025-01-14T09:00,28.7,40.5,40.8,20.8
0,Bronx County,2025-01-14T10:00,30.1,40.9,35.7,19.8
0,Bronx County,2025-01-14T11:00,29.4,40.3,37.3,20.3
0,Bronx County,2025-01-14T12:00,29.2,40.1,37.5,20.5
0,Bronx County,2025-01-14T13:00,29.4,40.7,38.6,20.3
0,Bronx County,2025-01-14T14:00,25.8,39.9,54.8,23.2
0,Bronx County,2025-01-14T15:00,23.3,39.3,68.7,25.7
0,Bronx County,2025-01-14T16:00,23,38.8,68.1,25.9
0,Bronx County,2025-01-14T17:00,23.1,39,68.3,25.8
0,Bronx County,2025-01-14T18:00,26.5,39.6,49.6,22.6
0,Bronx County,2025-01-14T19:00,32.2,41.2,27.9,18.6
0,Bronx County,2025-01-14T20:00,35.9,42.1,17.3,16.7
0,Bronx County,2025-01-14T21:00,38.3,43.1,12.6,15.6
0,Bronx County,2025-01-14T22:00,40,44,9.9,14.9
0,Bronx County,2025-01-14T23:00,38.1,42.5,11.6,15.7
0,Bronx County,2025-01-15T00:00,38.6,41.3,7.1,15.5
0,Bronx County,2025-01-15T01:00,38.5,40.5,5.3,15.5
0,Bronx County,2025-01-15T02:00,39.5,41.3,4.5,15.1
0,Bronx County,2025-01-15T03:00,42.8,44.4,3.6,13.9
0,Bronx County,2025-01-15T04:00,48.1,48.7,1.2,12.4
0,Bronx County,2025-01-15T05:00,48.3,51.1,5.8,12.4
0,Bronx County,2025-01-15T06:00,37.6,47.2,25.4,15.9
0,Bronx County,2025-01-15T07:00,27.8,40.6,46.1,21.5
0,Bronx County,2025-01-15T08:00,25.9,39.6,52.5,23
0,Bronx County,2025-01-15T09:00,30,40.9,36.5,19.9
0,Bronx County,2025-01-15T10:00,31.5,41.7,32.4,19
0,Bronx County,2025-01-15T11:00,31.4,41.7,32.6,19
0,Bronx County,2025-01-15T12:00,30.7,40.7,32.4,19.4
0,Bronx County,2025-01-15T13:00,31,41.4,33.4,19.3
0,Bronx County,2025-01-15T14:00,28.6,41.3,43.9,20.9
0,Bronx County,2025-01-15T15:00,25.7,40.3,56.7,23.3
0,Bronx County,2025-01-15T16:00,25.3,39.7,56.6,23.6
0,Bronx County,2025-01-15T17:00,25.5,40,57,23.5
0,Bronx County,2025-01-15T18:00,29.7,41.2,38.3,20.1
0,Bronx County,2025-01-15T19:00,33.5,41.8,24.7,17.8
0,Bronx County,2025-01-15T20:00,36,42.4,17.6,16.6
0,Bronx County,2025-01-15T21:00,38.4,43.6,13.6,15.6
0,Bronx County,2025-01-15T22:00,39.6,43.7,10.2,15.1
0,Bronx County,2025-01-15T23:00,38.8,42.5,9.6,15.4
0,Bronx County,2025-01-16T00:00,39.1,42,7.5,15.3
0,Bronx County,2025-01-16T01:00,38.2,40.7,6.6,15.6
0,Bronx County,2025-01-16T02:00,38.7,40.5,4.6,15.4
0,Bronx County,2025-01-16T03:00,43,44.4,3.1,13.9
0,Bronx County,2025-01-16T04:00,48.1,48.6,1,12.4
0,Bronx County,2025-01-16T05:00,48.5,51.3,5.8,12.3
0,Bronx County,2025-01-16T06:00,37.4,46.9,25.3,16
0,Bronx County,2025-01-16T07:00,27.5,40.7,47.9,21.7
0,Bronx County,2025-01-16T08:00,25.5,39.5,54.9,23.5
0,Bronx County,2025-01-16T09:00,28.7,40.3,40.3,20.8
0,Bronx County,2025-01-16T10:00,30.8,41.3,34.2,19.4
0,Bronx County,2025-01-16T11:00,30.1,41.2,36.8,19.9
0,Bronx County,2025-01-16T12:00,28.7,40.3,40.1,20.8
0,Bronx County,2025-01-16T13:00,29.6,41,38.5,20.2
0,Bronx County,2025-01-16T14:00,27.2,40.7,49.2,21.9
0,Bronx County,2025-01-16T15:00,23.9,39.5,65.3,25
0,Bronx County,2025-01-16T16:00,23.8,39.2,64.7,25.1
0,Bronx County,2025-01-16T17:00,23.6,39.1,65.6,25.3
0,Bronx County,2025-01-16T18:00,28.1,40.9,45.4,21.3
0,Bronx County,2025-01-16T19:00,32.2,42.1,30.6,18.5
0,Bronx County,2025-01-16T20:00,35.4,42.9,21.2,16.9
0,Bronx County,2025-01-16T21:00,38.4,44,14.4,15.5
0,Bronx County,2025-01-16T22:00,40.1,44.6,11.2,14.9
0,Bronx County,2025-01-16T23:00,40.1,44,9.9,14.9
0,Bronx County,2025-01-17T00:00,39.8,43.1,8.2,15
0,Bronx County,2025-01-17T01:00,39.2,41.5,6,15.2
0,Bronx County,2025-01-17T02:00,39.9,41.9,5,15
0,Bronx County,2025-01-17T03:00,42.6,44.3,3.9,14
0,Bronx County,2025-01-17T04:00,47.8,48.7,1.9,12.5
0,Bronx County,2025-01-17T05:00,47.9,51,6.4,12.5
0,Bronx County,2025-01-17T06:00,36,46.6,29.5,16.6
0,Bronx County,2025-01-17T07:00,27.2,40.4,48.4,22
0,Bronx County,2025-01-17T08:00,26.5,39.9,50.1,22.5
0,Bronx County,2025-01-17T09:00,29.6,40.9,38.2,20.2
0,Bronx County,2025-01-17T10:00,30.6,41.6,35.7,19.5
0,Bronx County,2025-01-17T11:00,30.3,41.4,36.6,19.7
0,Bronx County,2025-01-17T12:00,29.6,41.6,40.2,20.2
0,Bronx County,2025-01-17T13:00,28.5,42,47.3,21
0,Bronx County,2025-01-17T14:00,24.5,40.9,67.1,24.4
0,Bronx County,2025-01-17T15:00,21.7,39.7,82.9,27.6
0,Bronx County,2025-01-17T16:00,22.1,39.7,79,27
0,Bronx County,2025-01-17T17:00,22.4,40,78,26.6
0,Bronx County,2025-01-17T18:00,24.6,40.8,65.9,24.3
0,Bronx County,2025-01-17T19:00,29.6,42,41.4,20.2
0,Bronx County,2025-01-17T20:00,33.9,42.7,26,17.6
0,Bronx County,2025-01-17T21:00,36.3,42.8,17.6,16.4
0,Bronx County,2025-01-17T22:00,37.8,43.3,14.3,15.8
