date_time,temp_k,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume
2012-10-08 00:00:00,273.08,0.0,0.0,20,Clouds,few clouds,455
2012-10-08 01:00:00,272.62,0.0,0.0,20,Clouds,few clouds,336
2012-10-08 02:00:00,271.78,0.0,0.0,1,Clear,sky is clear,265
2012-10-08 03:00:00,271.05,0.0,0.0,1,Clear,sky is clear,314
2012-10-08 04:00:00,270.63,0.0,0.0,1,Clear,sky is clear,779
2012-10-08 05:00:00,270.33,0.0,0.0,1,Clear,sky is clear,2571
2012-10-08 06:00:00,269.61,0.0,0.0,20,Clouds,few clouds,5563
2012-10-08 07:00:00,270.01,0.0,0.0,20,Clouds,few clouds,6676
2012-10-08 08:00:00,271.23,0.0,0.0,20,Clouds,few clouds,5966
2012-10-08 09:00:00,273.71,0.0,0.0,20,Clouds,few clouds,4832
2012-10-08 10:00:00,276.77,0.0,0.0,20,Clouds,few clouds,4395
2012-10-08 11:00:00,279.47,0.0,0.0,20,Clouds,few clouds,4411
2012-10-08 12:00:00,279.84,0.0,0.0,1,Clear,sky is clear,4648
2012-10-08 13:00:00,282.34,0.0,0.0,40,Clouds,scattered clouds,4602
2012-10-08 14:00:00,282.94,0.0,0.0,40,Clouds,scattered clouds,5125
2012-10-08 15:00:00,283.48,0.0,0.0,1,Clear,sky is clear,5502
2012-10-08 16:00:00,284.33,0.0,0.0,1,Clear,sky is clear,5979
2012-10-08 17:00:00,284.48,0.0,0.0,40,Clouds,scattered clouds,5663
2012-10-08 18:00:00,284.23,0.0,0.0,40,Clouds,scattered clouds,4259
2012-10-08 19:00:00,281.99,0.0,0.0,20,Clouds,few clouds,3069
2012-10-08 20:00:00,279.81,0.0,0.0,1,Clear,sky is clear,2378
2012-10-08 21:00:00,279.35,0.0,0.0,1,Clear,sky is clear,2030
2012-10-08 22:00:00,278.9,0.0,0.0,1,Clear,sky is clear,1400
2012-10-08 23:00:00,278.46,0.0,0.0,1,Clear,sky is clear,917
2012-10-09 00:00:00,277.78,0.0,0.0,1,Clear,sky is clear,515
2012-10-09 01:00:00,277.27,0.0,0.0,1,Clear,sky is clear,302
2012-10-09 02:00:00,277.47,0.0,0.0,1,Clear,sky is clear,251
2012-10-09 04:00:00,276.97,0.0,0.0,20,Clouds,few clouds,798
2012-10-09 05:00:00,276.52,0.0,0.0,40,Clouds,scattered clouds,2678
2012-10-09 06:00:00,276.6,0.0,0.0,40,Clouds,scattered clouds,5733
2012-10-09 07:00:00,277.31,0.0,0.0,75,Clouds,broken clouds,6449
2012-10-09 08:00:00,278.38,0.0,0.0,90,Clouds,overcast clouds,5765
2012-10-09 09:00:00,279.35,0.0,0.0,90,Clouds,overcast clouds,5599
2012-10-09 10:00:00,281.37,0.0,0.0,90,Clouds,overcast clouds,4534
2012-10-09 11:00:00,283.11,0.0,0.0,90,Clouds,overcast clouds,4691
2012-10-09 12:00:00,284.08,0.0,0.0,75,Clouds,broken clouds,5067
2012-10-09 13:00:00,285.14,0.0,0.0,75,Clouds,broken clouds,5030
2012-10-09 14:00:00,286.35,0.0,0.0,90,Clouds,overcast clouds,5300
2012-10-09 15:00:00,287.23,0.0,0.0,100,Rain,light rain,5777
2012-10-09 16:00:00,288.53,0.0,0.0,90,Clouds,overcast clouds,6349
2012-10-09 17:00:00,290.37,0.0,0.0,90,Clouds,overcast clouds,6127
2012-10-09 18:00:00,290.13,0.0,0.0,90,Clouds,overcast clouds,4460
2012-10-09 19:00:00,288.86,0.0,0.0,75,Clouds,broken clouds,3418
2012-10-09 20:00:00,287.36,0.0,0.0,90,Clouds,overcast clouds,2775
2012-10-09 21:00:00,285.11,0.0,0.0,90,Clouds,overcast clouds,2306
2012-10-09 22:00:00,283.46,0.0,0.0,90,Clouds,overcast clouds,1846
2012-10-09 23:00:00,282.45,0.0,0.0,90,Clouds,overcast clouds,947
2012-10-10 00:00:00,281.88,0.0,0.0,90,Clouds,overcast clouds,494
2012-10-10 01:00:00,281.78,0.0,0.0,90,Clouds,overcast clouds,332
2012-10-10 02:00:00,281.09,0.0,0.0,75,Clouds,broken clouds,261
2012-10-10 03:00:00,281.17,0.0,0.0,90,Clouds,overcast clouds,361
2012-10-10 06:00:00,281.25,0.0,0.0,92,Clear,sky is clear,5875
2012-10-10 07:00:00,281.25,0.0,0.0,99,Rain,light rain,6793
2012-10-10 07:00:00,281.25,0.0,0.0,99,Drizzle,light intensity drizzle,6793
2012-10-10 08:00:00,280.1,0.0,0.0,99,Rain,light rain,6283
2012-10-10 08:00:00,280.1,0.0,0.0,99,Drizzle,light intensity drizzle,6283
2012-10-10 09:00:00,279.61,0.0,0.0,99,Rain,light rain,5680
2012-10-10 09:00:00,279.61,0.0,0.0,99,Drizzle,light intensity drizzle,5680
2012-10-10 10:00:00,279.67,0.0,0.0,99,Clear,sky is clear,4632
2012-10-10 11:00:00,280.19,0.0,0.0,1,Clear,sky is clear,4887
2012-10-10 12:00:00,282.09,0.0,0.0,75,Clouds,broken clouds,5030
2012-10-10 13:00:00,282.26,0.0,0.0,75,Clouds,broken clouds,5067
2012-10-10 14:00:00,282.05,0.0,0.0,90,Clouds,overcast clouds,5227
2012-10-10 15:00:00,281.59,0.0,0.0,90,Clouds,overcast clouds,5610
2012-10-10 16:00:00,281.23,0.0,0.0,81,Clear,sky is clear,6286
2012-10-10 18:00:00,282.6,0.0,0.0,81,Clear,sky is clear,4775
2012-10-10 19:00:00,282.6,0.0,0.0,81,Clear,sky is clear,3340
2012-10-10 20:00:00,282.6,0.0,0.0,81,Clear,sky is clear,3013
2012-10-10 21:00:00,282.6,0.0,0.0,81,Clear,sky is clear,2603
2012-10-10 22:00:00,282.6,0.0,0.0,81,Clear,sky is clear,1910
2012-10-10 23:00:00,282.6,0.0,0.0,81,Clear,sky is clear,1037
2012-10-11 01:00:00,273.9,0.0,0.0,1,Clear,sky is clear,347
2012-10-11 03:00:00,274.4,0.0,0.0,75,Clouds,broken clouds,350
2012-10-11 04:00:00,274.05,0.0,0.0,75,Clouds,broken clouds,850
2012-10-11 05:00:00,273.71,0.0,0.0,40,Clouds,scattered clouds,2791
2012-10-11 06:00:00,272.66,0.0,0.0,1,Clear,sky is clear,5809
2012-10-11 07:00:00,272.65,0.0,0.0,1,Clear,sky is clear,6798
2012-10-11 08:00:00,272.52,0.0,0.0,1,Clear,sky is clear,6304
2012-10-11 09:00:00,275.19,0.0,0.0,20,Clouds,few clouds,5291
2012-10-11 10:00:00,275.34,0.0,0.0,1,Clear,sky is clear,4638
2012-10-11 14:00:00,284.1,0.0,0.0,50,Clear,sky is clear,5557
2012-10-11 15:00:00,284.1,0.0,0.0,50,Clear,sky is clear,5818
2012-10-11 16:00:00,283.78,0.0,0.0,75,Clouds,broken clouds,6272
2012-10-11 17:00:00,283.52,0.0,0.0,75,Clouds,broken clouds,5944
2012-10-11 18:00:00,283.32,0.0,0.0,90,Clouds,overcast clouds,4949
2012-10-11 19:00:00,282.06,0.0,0.0,90,Clouds,overcast clouds,3511
2012-10-11 20:00:00,281.95,0.0,0.0,90,Clouds,overcast clouds,3039
2012-10-11 21:00:00,281.81,0.0,0.0,90,Clouds,overcast clouds,2679
2012-10-11 22:00:00,282.16,0.0,0.0,90,Clouds,overcast clouds,2094
2012-10-11 23:00:00,282.53,0.0,0.0,90,Clouds,overcast clouds,1284
2012-10-12 00:00:00,283.91,0.0,0.0,90,Clouds,overcast clouds,630
2012-10-12 01:00:00,284.64,0.0,0.0,90,Clouds,overcast clouds,410
2012-10-12 02:00:00,284.61,0.0,0.0,90,Clouds,overcast clouds,331
2012-10-12 03:00:00,283.18,0.0,0.0,72,Drizzle,light intensity drizzle,372
2012-10-12 04:00:00,282.26,0.0,0.0,72,Rain,light rain,739
2012-10-12 05:00:00,280.77,0.0,0.0,72,Drizzle,light intensity drizzle,2561
2012-10-12 06:00:00,278.53,0.0,0.0,75,Clouds,broken clouds,5586
2012-10-12 07:00:00,277.64,0.0,0.0,75,Clouds,broken clouds,6992
2012-10-12 08:00:00,277.9,0.0,0.0,90,Clouds,overcast clouds,5860
2012-10-12 09:00:00,278.18,0.0,0.0,90,Clouds,overcast clouds,5230
2012-10-12 10:00:00,279.29,0.0,0.0,75,Clouds,broken clouds,4864
2012-10-12 11:00:00,280.45,0.0,0.0,75,Clouds,broken clouds,5146
2012-10-12 12:00:00,280.95,0.0,0.0,40,Clouds,scattered clouds,5526
2012-10-12 13:00:00,281.74,0.0,0.0,40,Clouds,scattered clouds,5383
2012-10-12 14:00:00,281.84,0.0,0.0,75,Clouds,broken clouds,5758
2012-10-12 15:00:00,282.45,0.0,0.0,75,Clouds,broken clouds,5889
2012-10-12 16:00:00,282.2,0.0,0.0,75,Clouds,broken clouds,6057
2012-10-12 17:00:00,281.54,0.0,0.0,40,Clouds,scattered clouds,6028
2012-10-12 18:00:00,280.21,0.0,0.0,20,Clouds,few clouds,5257
2012-10-12 23:00:00,282.2,0.0,0.0,56,Clear,sky is clear,1897
2012-10-13 00:00:00,272.58,0.0,0.0,1,Clear,sky is clear,1335
2012-10-13 01:00:00,272.06,0.0,0.0,1,Clear,sky is clear,769
2012-10-13 02:00:00,270.99,0.0,0.0,1,Clear,sky is clear,570
2012-10-13 03:00:00,270.29,0.0,0.0,20,Clouds,few clouds,413
2012-10-13 04:00:00,269.48,0.0,0.0,1,Clear,sky is clear,399
2012-10-13 05:00:00,269.27,0.0,0.0,1,Clear,sky is clear,740
2012-10-13 06:00:00,268.91,0.0,0.0,1,Clear,sky is clear,1420
2012-10-13 07:00:00,268.98,0.0,0.0,75,Clouds,broken clouds,2220
2012-10-13 08:00:00,269.23,0.0,0.0,40,Clouds,scattered clouds,3479
2012-10-13 09:00:00,272.61,0.0,0.0,40,Clouds,scattered clouds,4546
2012-10-13 10:00:00,276.78,0.0,0.0,20,Clouds,few clouds,4579
2012-10-13 11:00:00,279.22,0.0,0.0,1,Clear,sky is clear,4438
2012-10-13 12:00:00,280.35,0.0,0.0,1,Clear,sky is clear,4623
2012-10-13 13:00:00,281.81,0.0,0.0,1,Clear,sky is clear,4440
2012-10-13 14:00:00,283.05,0.0,0.0,1,Clear,sky is clear,4495
2012-10-13 15:00:00,283.96,0.0,0.0,1,Clear,sky is clear,4483
2012-10-13 16:00:00,284.53,0.0,0.0,1,Clear,sky is clear,4591
2012-10-13 17:00:00,284.44,0.0,0.0,1,Clear,sky is clear,4477
2012-10-13 18:00:00,283.64,0.0,0.0,1,Clear,sky is clear,4221
2012-10-13 19:00:00,281.85,0.0,0.0,20,Clouds,few clouds,3672
2012-10-13 20:00:00,281.38,0.0,0.0,1,Clear,sky is clear,3015
2012-10-13 21:00:00,281.84,0.0,0.0,75,Clouds,broken clouds,2769
2012-10-13 22:00:00,282.23,0.0,0.0,90,Clouds,overcast clouds,2875
2012-10-13 23:00:00,282.18,0.0,0.0,90,Clouds,overcast clouds,1931
2012-10-14 00:00:00,282.49,0.0,0.0,90,Clouds,overcast clouds,1309
2012-10-14 01:00:00,282.54,0.0,0.0,90,Clouds,overcast clouds,870
2012-10-14 02:00:00,282.58,0.0,0.0,90,Clouds,overcast clouds,654
2012-10-14 03:00:00,282.23,0.0,0.0,90,Clouds,overcast clouds,364
2012-10-14 04:00:00,282.08,0.0,0.0,90,Clouds,overcast clouds,262
2012-10-14 05:00:00,282.23,0.0,0.0,90,Clouds,overcast clouds,505
2012-10-14 06:00:00,282.24,0.0,0.0,90,Clouds,overcast clouds,861
2012-10-14 07:00:00,282.24,0.0,0.0,90,Clouds,overcast clouds,1132
2012-10-14 08:00:00,282.24,0.0,0.0,57,Mist,mist,1797
2012-10-14 09:00:00,282.43,0.0,0.0,57,Drizzle,light intensity drizzle,2685
2012-10-14 09:00:00,282.43,0.0,0.0,57,Mist,mist,2685
2012-10-14 09:00:00,282.43,0.0,0.0,57,Haze,haze,2685
2012-10-14 10:00:00,282.33,0.0,0.0,57,Drizzle,light intensity drizzle,3370
2012-10-14 10:00:00,282.33,0.0,0.0,57,Mist,mist,3370
2012-10-14 11:00:00,282.82,0.0,0.0,57,Drizzle,light intensity drizzle,3662
2012-10-14 11:00:00,282.82,0.0,0.0,57,Mist,mist,3662
2012-10-14 12:00:00,283.33,0.0,0.0,57,Mist,mist,4076
2012-10-14 12:00:00,283.33,0.0,0.0,57,Rain,light rain,4076
2012-10-14 12:00:00,283.33,0.0,0.0,57,Drizzle,light intensity drizzle,4076
2012-10-14 13:00:00,283.75,0.0,0.0,93,Rain,light rain,4128
2012-10-14 13:00:00,283.75,0.0,0.0,93,Mist,mist,4128
2012-10-14 13:00:00,283.75,0.0,0.0,93,Drizzle,light intensity drizzle,4128
2012-10-14 14:00:00,284.09,0.0,0.0,93,Mist,mist,4358
2012-10-14 14:00:00,284.09,0.0,0.0,93,Rain,light rain,4358
2012-10-14 14:00:00,284.09,0.0,0.0,93,Drizzle,light intensity drizzle,4358
2012-10-14 15:00:00,284.55,0.0,0.0,93,Mist,mist,4342
2012-10-14 15:00:00,284.55,0.0,0.0,93,Rain,light rain,4342
2012-10-14 16:00:00,284.68,0.0,0.0,93,Mist,mist,4234
2012-10-14 17:00:00,284.64,0.0,0.0,93,Rain,light rain,4271
2012-10-14 17:00:00,284.64,0.0,0.0,93,Mist,mist,4271
2012-10-14 18:00:00,284.4,0.0,0.0,93,Mist,mist,4080
2012-10-14 19:00:00,284.17,0.0,0.0,93,Mist,mist,3453
2012-10-14 20:00:00,284.03,0.0,0.0,93,Mist,mist,2718
2012-10-14 21:00:00,283.58,0.0,0.0,93,Mist,mist,2439
2012-10-14 22:00:00,283.04,0.0,0.0,93,Mist,mist,1819
2012-10-14 23:00:00,281.95,0.0,0.0,93,Mist,mist,1002
2012-10-14 23:00:00,281.95,0.0,0.0,93,Fog,fog,1002
2012-10-15 00:00:00,281.61,0.0,0.0,93,Mist,mist,542
2012-10-15 00:00:00,281.61,0.0,0.0,93,Fog,fog,542
2012-10-15 01:00:00,281.57,0.0,0.0,85,Fog,fog,303
2012-10-15 02:00:00,281.42,0.0,0.0,85,Fog,fog,239
2012-10-15 03:00:00,281.29,0.0,0.0,85,Mist,mist,335
2012-10-15 03:00:00,281.29,0.0,0.0,85,Fog,fog,335
2012-10-15 04:00:00,281.02,0.0,0.0,85,Mist,mist,810
2012-10-15 04:00:00,281.02,0.0,0.0,85,Fog,fog,810
2012-10-15 05:00:00,280.82,0.0,0.0,85,Mist,mist,2606
2012-10-15 05:00:00,280.82,0.0,0.0,85,Fog,fog,2606
2012-10-15 06:00:00,280.39,0.0,0.0,85,Mist,mist,5714
2012-10-15 07:00:00,280.19,0.0,0.0,100,Mist,mist,6798
2012-10-15 08:00:00,279.82,0.0,0.0,100,Mist,mist,6114
2012-10-15 09:00:00,279.75,0.0,0.0,100,Mist,mist,5094
2012-10-15 10:00:00,280.07,0.0,0.0,100,Mist,mist,4473
2012-10-15 11:00:00,280.32,0.0,0.0,90,Clouds,overcast clouds,4529
2012-10-15 12:00:00,281.72,0.0,0.0,100,Clear,sky is clear,4823
2012-10-15 13:00:00,284.01,0.0,0.0,40,Clouds,scattered clouds,4872
2012-10-15 14:00:00,285.88,0.0,0.0,1,Clear,sky is clear,5238
2012-10-15 15:00:00,286.87,0.0,0.0,1,Clear,sky is clear,5584
2012-10-15 16:00:00,287.6,0.0,0.0,20,Clouds,few clouds,6246
2012-10-15 17:00:00,287.27,0.0,0.0,20,Clouds,few clouds,5957
2012-10-15 18:00:00,286.18,0.0,0.0,20,Clouds,few clouds,4535
2012-10-15 19:00:00,285.2,0.0,0.0,75,Clouds,broken clouds,3234
2012-10-15 20:00:00,284.68,0.0,0.0,75,Clouds,broken clouds,2677
2012-10-15 21:00:00,284.49,0.0,0.0,90,Clouds,overcast clouds,2077
2012-10-15 22:00:00,283.54,0.0,0.0,20,Clouds,few clouds,1380
2012-10-15 23:00:00,282.33,0.0,0.0,75,Clouds,broken clouds,927
2012-10-16 00:00:00,281.21,0.0,0.0,20,Clouds,few clouds,500
2012-10-16 01:00:00,279.87,0.0,0.0,1,Clear,sky is clear,324
2012-10-16 02:00:00,278.93,0.0,0.0,1,Clear,sky is clear,257
2012-10-16 03:00:00,277.91,0.0,0.0,1,Clear,sky is clear,354
2012-10-16 04:00:00,277.21,0.0,0.0,1,Clear,sky is clear,769
2012-10-16 05:00:00,276.61,0.0,0.0,1,Clear,sky is clear,2769
2012-10-16 06:00:00,276.11,0.0,0.0,1,Clear,sky is clear,5789
2012-10-16 07:00:00,274.81,0.0,0.0,20,Clouds,few clouds,7055
2012-10-16 08:00:00,274.99,0.0,0.0,20,Clouds,few clouds,6408
2012-10-16 09:00:00,277.91,0.0,0.0,20,Clouds,few clouds,5254
2012-10-16 10:00:00,280.71,0.0,0.0,20,Clouds,few clouds,4547
2012-10-16 11:00:00,283.85,0.0,0.0,20,Clouds,few clouds,4784
2012-10-16 12:00:00,286.01,0.0,0.0,40,Clouds,scattered clouds,5015
2012-10-16 13:00:00,286.31,0.0,0.0,1,Clear,sky is clear,5057
2012-10-16 14:00:00,288.15,0.0,0.0,75,Clouds,broken clouds,5430
2012-10-16 15:00:00,289.15,0.0,0.0,75,Clouds,broken clouds,5813
2012-10-16 16:00:00,288.99,0.0,0.0,75,Clouds,broken clouds,6496
2012-10-16 17:00:00,288.86,0.0,0.0,75,Clouds,broken clouds,6429
2012-10-16 18:00:00,288.16,0.0,0.0,90,Clouds,overcast clouds,5142
